# index, name, nodeLabel, _pos
3912,ACACA,ACACA,"array([3.65066678, 7.21695456])"
3913,DCC,DCC,"array([3.66979927, 7.20276566])"
3914,HIST2H2AC,HIST2H2AC,"array([3.70780371, 7.1511796 ])"
3915,HIST2H2AB,HIST2H2AB,"array([3.67539263, 7.27229637])"
3916,PARD3B,PARD3B,"array([3.56572777, 7.05526109])"
3917,ARHGAP11A,ARHGAP11A,"array([3.79885813, 7.23325542])"
3918,ARHGAP21,ARHGAP21,"array([3.61659451, 7.04455332])"
3919,ARHGEF16,ARHGEF16,"array([3.52798462, 7.04952013])"
3920,ARHGEF17,ARHGEF17,"array([3.46654048, 7.27967816])"
3921,ARHGEF5,ARHGEF5,"array([3.55716213, 7.16556156])"
3922,DYRK1A,DYRK1A,"array([3.637065  , 7.14121481])"
3923,ERRFI1,ERRFI1,"array([3.55429017, 7.16687991])"
3924,GAN,GAN,"array([3.66749843, 7.28382911])"
3925,GRB7,GRB7,"array([3.60436089, 7.15781457])"
3926,HDAC7,HDAC7,"array([3.65318248, 7.16085649])"
3927,HNRNPU,HNRNPU,"array([3.6531025 , 7.22599396])"
3928,AJUBA,AJUBA,"array([3.6112989 , 7.13324735])"
3929,LAD1,LAD1,"array([3.54760183, 7.38908163])"
3930,LSR,LSR,"array([3.6264259 , 7.11362853])"
3931,LMO7,LMO7,"array([3.58456152, 7.16768709])"
3932,MAP3K2,MAP3K2,"array([3.61561682, 7.12630406])"
3933,MARK1,MARK1,"array([3.59379562, 7.09250898])"
3934,NEDD4L,NEDD4L,"array([3.59657145, 7.2036795 ])"
3935,ISCU,ISCU,"array([3.51932053, 7.34015868])"
3936,PIK3C2B,PIK3C2B,"array([3.5724355 , 7.14889335])"
3937,PKP2,PKP2,"array([3.7086871 , 7.19465103])"
3938,PKP3,PKP3,"array([3.72290216, 7.15507567])"
3939,PPP1R3D,PPP1R3D,"array([3.62424317, 7.32612681])"
3940,PTOV1,PTOV1,"array([3.64528801, 7.12137888])"
3941,PTPN2,PTPN2,"array([3.60945098, 7.25880788])"
3942,PTPN3,PTPN3,"array([3.59242328, 7.08393928])"
3943,RAE1,RAE1,"array([3.68309247, 7.19649043])"
3944,ARHGAP32,ARHGAP32,"array([3.58710454, 7.14959244])"
3945,SASH1,SASH1,"array([3.56349804, 7.18502105])"
3946,SAV1,SAV1,"array([3.69144951, 7.18865091])"
3947,SH2D3A,SH2D3A,"array([3.51773719, 7.18963545])"
3948,SHROOM3,SHROOM3,"array([3.59827003, 7.13792423])"
3949,SIPA1L1,SIPA1L1,"array([3.61263565, 7.10982858])"
3950,SIPA1L3,SIPA1L3,"array([3.64710963, 7.28192645])"
3951,ST5,ST5,"array([3.76393796, 7.18414951])"
3952,SYNJ2,SYNJ2,"array([3.53078204, 7.14735316])"
3953,TNK1,TNK1,"array([3.48522341, 7.23447696])"
3954,TNS4,TNS4,"array([3.50467719, 7.14672002])"
3955,WEE1,WEE1,"array([3.64920064, 7.15735104])"
3956,RAD51B,RAD51B,"array([3.83733165, 7.22450312])"
3957,RAD51C,RAD51C,"array([3.78934265, 7.23065429])"
3958,XRCC3,XRCC3,"array([3.79879735, 7.19609885])"
3959,PTEN,PTEN,"array([3.65235404, 7.17444008])"
3960,N4BP2,N4BP2,"array([3.73975459, 7.21855676])"
3961,BMP2,BMP2,"array([3.47528125, 7.05495498])"
3962,CDH3,CDH3,"array([3.66477488, 7.10779678])"
3963,HDAC9,HDAC9,"array([3.67080444, 7.15061557])"
3964,ZMIZ1,ZMIZ1,"array([3.63994017, 7.08212235])"
3965,Bcl9l,Bcl9l,"array([3.73127979, 6.94321925])"
3966,SNURF,SNURF,"array([3.5365242 , 7.12893511])"
3967,TERF2,TERF2,"array([3.68905671, 7.20895206])"
3968,Pik3r1,Pik3r1,"array([3.43724073, 7.06577016])"
3969,AP2A2,AP2A2,"array([3.58502757, 7.19988418])"
3970,ARHGEF1,ARHGEF1,"array([3.58546226, 7.13643661])"
3971,RAD17,RAD17,"array([3.73209231, 7.19415446])"
3972,GNA12,GNA12,"array([3.55511978, 7.13945669])"
3973,CDH2,CDH2,"array([3.62474997, 7.20474567])"
3974,BMP7,BMP7,"array([3.56008699, 7.0576301 ])"
3975,H2AFY,H2AFY,"array([3.69592826, 7.17736674])"
3976,ABL2,ABL2,"array([3.55705875, 7.14951395])"
3977,KIT,KIT,"array([3.57618348, 7.15900724])"
3978,Tsc2,Tsc2,"array([3.47640205, 7.11700211])"
3979,SPTAN1,SPTAN1,"array([3.63251269, 7.19354748])"
3980,ENO1,ENO1,"array([3.61629412, 7.22017791])"
3981,ERCC4,ERCC4,"array([3.70974477, 7.24137798])"
3982,KIFAP3,KIFAP3,"array([3.63831667, 7.14474509])"
3983,Apc,Apc,"array([3.44537994, 7.25782054])"
3984,CDC27,CDC27,"array([3.71882662, 7.15778714])"
3985,ANAPC10,ANAPC10,"array([3.70183824, 7.16723763])"
3986,CDC16,CDC16,"array([3.71029791, 7.1496478 ])"
3987,GSK3A,GSK3A,"array([3.64582749, 7.10426277])"
3988,NR2C1,NR2C1,"array([3.69693434, 7.16359266])"
3989,ASCC1,ASCC1,"array([3.76717555, 7.18915481])"
3990,GADD45B,GADD45B,"array([3.58643787, 7.1295632 ])"
3991,MAP3K5,MAP3K5,"array([3.60676855, 7.18395464])"
3992,ATP5B,ATP5B,"array([3.64644333, 7.24131587])"
3993,DDX39B,DDX39B,"array([3.69272002, 7.2401211 ])"
3994,RMI1,RMI1,"array([3.72875594, 7.27792148])"
3995,ANK3,ANK3,"array([3.5928172 , 7.07393203])"
3996,CDC26,CDC26,"array([3.75509761, 7.1505371 ])"
3997,NR4A1,NR4A1,"array([3.62290652, 7.1819795 ])"
3998,Nrip1,Nrip1,"array([3.75483977, 7.06721545])"
3999,CTDP1,CTDP1,"array([3.72899596, 7.17969826])"
4000,CDH5,CDH5,"array([3.66474875, 7.11153892])"
4001,PTPRF,PTPRF,"array([3.63790458, 7.0989588 ])"
4002,CYP2E1,CYP2E1,"array([3.52402075, 7.23490288])"
4003,SPTBN1,SPTBN1,"array([3.61429017, 7.16888577])"
4004,DCLRE1A,DCLRE1A,"array([3.77270126, 7.16552382])"
4005,DEAF1,DEAF1,"array([3.61540525, 7.13700744])"
4006,INPP5D,INPP5D,"array([3.55610889, 7.16930294])"
4007,MED23,MED23,"array([3.71300247, 7.13055914])"
4008,LIPG,LIPG,"array([3.86295474, 7.14594476])"
4009,SPTA1,SPTA1,"array([3.62340068, 7.12993398])"
4010,FKBP1B,FKBP1B,"array([3.48027068, 6.98618164])"
4011,GNB2,GNB2,"array([3.62592868, 7.11616125])"
4012,Grb10,Grb10,"array([3.4621077 , 6.98058216])"
4013,GRIP1,GRIP1,"array([3.61099735, 7.11274248])"
4014,HSP90B1,HSP90B1,"array([3.6298947 , 7.20716043])"
4015,GTF2B,GTF2B,"array([3.70086025, 7.14241204])"
4016,GTF2E1,GTF2E1,"array([3.71194437, 7.15485595])"
4017,GTF2F1,GTF2F1,"array([3.69684043, 7.18064527])"
4018,DNAJB1,DNAJB1,"array([3.5974855 , 7.20681015])"
4019,ATP6,ATP6,"array([3.56350547, 7.39499395])"
4020,CHUK,CHUK,"array([3.63488484, 7.17804981])"
4021,KRT1,KRT1,"array([3.60788715, 7.24517605])"
4022,CD79A,CD79A,"array([3.54310952, 7.19848994])"
4023,PELP1,PELP1,"array([3.64512278, 7.16385018])"
4024,MKNK1,MKNK1,"array([3.61330989, 7.21970743])"
4025,MX1,MX1,"array([3.75609723, 7.18321669])"
4026,WHSC2,WHSC2,"array([3.71285069, 7.2383643 ])"
4027,RTN2,RTN2,"array([3.96461329, 7.23088603])"
4028,NUB1,NUB1,"array([3.47407433, 7.17491464])"
4029,TP73,TP73,"array([3.66386984, 7.18543942])"
4030,NAMPT,NAMPT,"array([3.61532822, 7.1122561 ])"
4031,FANCL,FANCL,"array([3.74353767, 7.25040919])"
4032,DUS4L,DUS4L,"array([3.94434275, 7.19241144])"
4033,Ppara,Ppara,"array([3.74258651, 7.05507265])"
4034,PPARD,PPARD,"array([3.66919558, 7.15832868])"
4035,Ppard,Ppard,"array([3.76923158, 7.11745036])"
4036,Pparg,Pparg,"array([3.670602  , 7.04572295])"
4037,PRPF31,PRPF31,"array([3.68881611, 7.23662127])"
4038,PSMA5,PSMA5,"array([3.61864894, 7.22407787])"
4039,Bcl2,Bcl2,"array([3.40794966, 7.23352333])"
4040,Ptk2,Ptk2,"array([3.43412812, 7.12433673])"
4041,RGL4,RGL4,"array([3.46122163, 7.16564779])"
4042,Rassf1,Rassf1,"array([3.55972527, 7.27069679])"
4043,IK,IK,"array([3.6959265 , 7.22315337])"
4044,RFC1,RFC1,"array([3.70432849, 7.18518566])"
4045,RPL18,RPL18,"array([3.64838574, 7.24582725])"
4046,Sip1,Sip1,"array([3.62349238, 6.99390526])"
4047,SMAD1,SMAD1,"array([3.64847908, 7.13889524])"
4048,FGR,FGR,"array([3.62253283, 7.11847725])"
4049,GTF2H4,GTF2H4,"array([3.68738637, 7.11568036])"
4050,TCP1,TCP1,"array([3.6437052 , 7.21610967])"
4051,TAF11,TAF11,"array([3.70919685, 7.13960989])"
4052,Banp,Banp,"array([3.66975497, 6.99360934])"
4053,TAG,TAG,"array([3.72986971, 6.95181709])"
4054,MED24,MED24,"array([3.70430778, 7.14930049])"
4055,MED13,MED13,"array([3.7364256 , 7.12597179])"
4056,PLAUR,PLAUR,"array([3.65553343, 7.25215171])"
4057,USP14,USP14,"array([3.59030487, 7.22640642])"
4058,ZNF350,ZNF350,"array([3.67845962, 7.08224617])"
4059,TNIP2,TNIP2,"array([3.64479266, 7.16985354])"
4060,IKBKG,IKBKG,"array([3.62015369, 7.20147245])"
4061,TNIP3,TNIP3,"array([3.62841656, 7.06114088])"
4062,ANKRD28,ANKRD28,"array([3.63770937, 7.22252996])"
4063,PPP6R2,PPP6R2,"array([3.67636079, 7.22045091])"
4064,PPP6R1,PPP6R1,"array([3.66615369, 7.23970042])"
4065,PPP6C,PPP6C,"array([3.66575183, 7.2187805 ])"
4066,PPIG,PPIG,"array([3.73078865, 7.17791614])"
4067,ZFYVE9,ZFYVE9,"array([3.63144127, 7.15760617])"
4068,ABLIM3,ABLIM3,"array([3.42049179, 7.21295447])"
4069,ACTC1,ACTC1,"array([3.58034463, 7.18560471])"
4070,RNF41,RNF41,"array([3.59267204, 7.18523379])"
4071,BIRC6,BIRC6,"array([3.56414718, 7.20619048])"
4072,ERGIC1,ERGIC1,"array([3.57637069, 7.30233096])"
4073,ERGIC3,ERGIC3,"array([3.6282857 , 7.37685952])"
4074,PEBP4,PEBP4,"array([3.68827039, 7.27269798])"
4075,MAP2K1,MAP2K1,"array([3.63805549, 7.18105775])"
4076,RUNX2,RUNX2,"array([3.66824499, 7.1429704 ])"
4077,DOK6,DOK6,"array([3.57344192, 7.01664213])"
4078,HIST1H3C,HIST1H3C,"array([3.71882632, 7.12568714])"
4079,CENPA,CENPA,"array([3.72024581, 7.15527201])"
4080,SPATC1,SPATC1,"array([3.8423022 , 7.17888835])"
4081,NAIP,NAIP,"array([3.50555781, 7.18690106])"
4082,APAF1,APAF1,"array([3.55888462, 7.21822846])"
4083,FNBP1L,FNBP1L,"array([3.66291051, 7.26480118])"
4084,CDCA8,CDCA8,"array([3.65710102, 7.16449397])"
4085,NEIL1,NEIL1,"array([3.73502615, 7.29721839])"
4086,CACNA1E,CACNA1E,"array([3.83644807, 7.12443912])"
4087,SPA17,SPA17,"array([3.69494393, 7.00106784])"
4088,NCSTN,NCSTN,"array([3.63656418, 7.24050224])"
4089,APH1A,APH1A,"array([3.5717292 , 7.19253313])"
4090,NCLN,NCLN,"array([3.54279241, 7.34166141])"
4091,NOMO1,NOMO1,"array([3.62154014, 7.26732502])"
4092,DNM1,DNM1,"array([3.56077407, 7.16374029])"
4093,EGF,EGF,"array([3.57489389, 7.14144835])"
4094,CTBS,CTBS,"array([3.48835422, 7.32307403])"
4095,TF,TF,"array([3.58365439, 7.24180125])"
4096,INCENP,INCENP,"array([3.70649577, 7.16690711])"
4097,RCC2,RCC2,"array([3.6056719 , 7.18179013])"
4098,SELL,SELL,"array([3.52887907, 7.25250572])"
4099,EMCN,EMCN,"array([3.44720136, 7.3231976 ])"
4100,SUMO4,SUMO4,"array([3.61830914, 7.21769481])"
4101,VASN,VASN,"array([3.61151785, 7.21047726])"
4102,TGFB2,TGFB2,"array([3.51626465, 7.18256881])"
4103,TGFB3,TGFB3,"array([3.65928988, 7.08458352])"
4104,RSF1,RSF1,"array([3.73343486, 7.15593479])"
4105,VPS37B,VPS37B,"array([3.55488173, 7.27445038])"
4106,HELZ,HELZ,"array([3.73032344, 7.20878319])"
4107,SOD1,SOD1,"array([3.52851897, 7.19000831])"
4108,TINF2,TINF2,"array([3.7097521 , 7.22587817])"
4109,TERF1,TERF1,"array([3.67535212, 7.21066472])"
4110,CD3EAP,CD3EAP,"array([3.71904221, 7.13762649])"
4111,TAF1C,TAF1C,"array([3.71819669, 7.10801261])"
4112,POLR1A,POLR1A,"array([3.72361741, 7.17169451])"
4113,GTF2H5,GTF2H5,"array([3.75407508, 7.07826913])"
4114,GTF2H2,GTF2H2,"array([3.69195644, 7.10404195])"
4115,ERCC2,ERCC2,"array([3.70149202, 7.15590535])"
4116,GTF2H1,GTF2H1,"array([3.65726868, 7.15470731])"
4117,GTF2H3,GTF2H3,"array([3.65046357, 7.09188779])"
4118,SELS,SELS,"array([3.58019422, 7.28456409])"
4119,DERL1,DERL1,"array([3.5614985 , 7.27302959])"
4120,PRKCB,PRKCB,"array([3.59887671, 7.15120126])"
4121,PRKCD,PRKCD,"array([3.59891247, 7.18406654])"
4122,PRKCE,PRKCE,"array([3.59665283, 7.15254656])"
4123,BTK,BTK,"array([3.59426829, 7.19958648])"
4124,ARID3A,ARID3A,"array([3.6398361 , 7.14214292])"
4125,RPL11,RPL11,"array([3.63280403, 7.23002   ])"
4126,CDC42BPG,CDC42BPG,"array([3.62545838, 7.06950668])"
4127,CARM1,CARM1,"array([3.67195309, 7.16235201])"
4128,ANKRD11,ANKRD11,"array([3.72306371, 7.0791523 ])"
4129,TXLNB,TXLNB,"array([3.49201458, 7.29701138])"
4130,EHD2,EHD2,"array([3.6020468 , 7.31255889])"
4131,SCP2,SCP2,"array([3.63165354, 7.27262126])"
4132,YTHDC1,YTHDC1,"array([3.66573841, 7.17885631])"
4133,TXK,TXK,"array([3.73244233, 7.21391037])"
4134,MED10,MED10,"array([3.72579639, 7.1446233 ])"
4135,MED13L,MED13L,"array([3.75899952, 7.10397228])"
4136,MED12,MED12,"array([3.70288066, 7.13802144])"
4137,MED14,MED14,"array([3.70281886, 7.12851182])"
4138,MED16,MED16,"array([3.7260991 , 7.15319379])"
4139,MED26,MED26,"array([3.72597023, 7.13329396])"
4140,CCNC,CCNC,"array([3.68575139, 7.1100395 ])"
4141,MED27,MED27,"array([3.72612827, 7.12250424])"
4142,MED19,MED19,"array([3.71968027, 7.14135067])"
4143,MED6,MED6,"array([3.71909399, 7.13297837])"
4144,MED8,MED8,"array([3.71793994, 7.16189981])"
4145,MED18,MED18,"array([3.7361683, 7.1353534])"
4146,MED20,MED20,"array([3.73433897, 7.1320126 ])"
4147,MED9,MED9,"array([3.72803287, 7.148927  ])"
4148,MED29,MED29,"array([3.72881848, 7.13892546])"
4149,MED30,MED30,"array([3.72695199, 7.12853649])"
4150,MED11,MED11,"array([3.74384621, 7.1558214 ])"
4151,MED31,MED31,"array([3.6862602 , 7.17864711])"
4152,MED25,MED25,"array([3.72840096, 7.120038  ])"
4153,MED22,MED22,"array([3.74900396, 7.15448713])"
4154,POLR2B,POLR2B,"array([3.69660954, 7.19822899])"
4155,POLR2E,POLR2E,"array([3.71349943, 7.18319037])"
4156,POLR2F,POLR2F,"array([3.74999319, 7.18501743])"
4157,POLR2I,POLR2I,"array([3.73442302, 7.2250942 ])"
4158,POLR2K,POLR2K,"array([3.75612718, 7.15791141])"
4159,POLR2D,POLR2D,"array([3.73844613, 7.15893902])"
4160,POLR2J,POLR2J,"array([3.71907628, 7.15150197])"
4161,EXOSC2,EXOSC2,"array([3.71683733, 7.263783  ])"
4162,CACNB3,CACNB3,"array([3.4748538 , 7.00487063])"
4163,Mlxipl,Mlxipl,"array([3.56213383, 7.07555845])"
4164,TMSB4X,TMSB4X,"array([3.61393692, 7.25710137])"
4165,RBM4,RBM4,"array([3.67284131, 7.24613144])"
4166,INCA1,INCA1,"array([3.82791189, 7.13684546])"
4167,KLHDC9,KLHDC9,"array([3.84388893, 6.98678349])"
4168,PROCA1,PROCA1,"array([3.92527597, 7.07803995])"
4169,USP6NL,USP6NL,"array([3.44692058, 7.22182982])"
4170,DNMT3B,DNMT3B,"array([3.69998303, 7.17546055])"
4171,SMC4,SMC4,"array([3.72824215, 7.19260398])"
4172,SMARCA5,SMARCA5,"array([3.7064494 , 7.17026521])"
4173,ARHGAP27,ARHGAP27,"array([3.47707879, 7.22035292])"
4174,TOR1B,TOR1B,"array([3.71884151, 7.36489683])"
4175,GAD2,GAD2,"array([3.59795188, 6.98052468])"
4176,RNU11,RNU11,"array([3.72990988, 7.28078784])"
4177,PHF5A,PHF5A,"array([3.71825719, 7.26685196])"
4178,DHX15,DHX15,"array([3.67895981, 7.24613003])"
4179,RNPC3,RNPC3,"array([3.74725665, 7.21613119])"
4180,PDCD7,PDCD7,"array([3.68260487, 7.24604681])"
4181,SNRNP48,SNRNP48,"array([3.7760771 , 7.35583107])"
4182,SNRNP35,SNRNP35,"array([3.73882273, 7.27601994])"
4183,ZCRB1,ZCRB1,"array([3.77909055, 7.3023836 ])"
4184,SNRNP25,SNRNP25,"array([3.81757262, 7.32361958])"
4185,ZMAT5,ZMAT5,"array([3.79087248, 7.38911931])"
4186,RNU12-2P,RNU12-2P,"array([3.73818821, 7.27835004])"
4187,TOE1,TOE1,"array([3.68032133, 7.20872223])"
4188,SEH1L,SEH1L,"array([3.72446706, 7.18716754])"
4189,NUP107,NUP107,"array([3.68849564, 7.16845821])"
4190,NUP85,NUP85,"array([3.74166103, 7.19139953])"
4191,NUP133,NUP133,"array([3.69974058, 7.16963309])"
4192,NUP43,NUP43,"array([3.73979174, 7.15481185])"
4193,NUP37,NUP37,"array([3.73100348, 7.14079758])"
4194,SEC31A,SEC31A,"array([3.58352104, 7.26106492])"
4195,PAX3,PAX3,"array([3.59986738, 7.10119303])"
4196,CABP1,CABP1,"array([3.50638645, 7.1949168 ])"
4197,VGLL4,VGLL4,"array([3.76706678, 7.10516447])"
4198,TEAD1,TEAD1,"array([3.75128325, 7.15689397])"
4199,MEF2A,MEF2A,"array([3.65984167, 7.127687  ])"
4200,KLK7,KLK7,"array([3.49047737, 7.34983335])"
4201,CDSN,CDSN,"array([3.50227993, 7.29691514])"
4202,ANKRD2,ANKRD2,"array([3.64972975, 7.06080644])"
4203,CLTCL1,CLTCL1,"array([3.56441607, 7.26285791])"
4204,SNX5,SNX5,"array([3.60638394, 7.26394774])"
4205,FLOT1,FLOT1,"array([3.59462278, 7.24727801])"
4206,TREML1,TREML1,"array([3.43848446, 7.03580981])"
4207,ITGA7,ITGA7,"array([3.7491267 , 7.12187883])"
4208,TSEN2,TSEN2,"array([3.82114009, 7.34924745])"
4209,TSEN34,TSEN34,"array([3.77151854, 7.34003812])"
4210,TSEN54,TSEN54,"array([3.7776057 , 7.30651418])"
4211,CLP1,CLP1,"array([3.74883795, 7.2831663 ])"
4212,PLEKHA8,PLEKHA8,"array([3.82322684, 7.23404548])"
4213,MAFB,MAFB,"array([3.70005873, 7.10293678])"
4214,TLR2,TLR2,"array([3.49200286, 7.18920516])"
4215,UBE2H,UBE2H,"array([3.62612607, 7.20972717])"
4216,UBE2C,UBE2C,"array([3.66490189, 7.19841683])"
4217,UBE2L6,UBE2L6,"array([3.61398586, 7.24492632])"
4218,PHACTR1,PHACTR1,"array([3.6102673, 7.0720012])"
4219,NLRC4,NLRC4,"array([3.50993434, 7.2219278 ])"
4220,NOD2,NOD2,"array([3.57763979, 7.19512999])"
4221,NA,NA,"array([3.43714371, 7.31295886])"
4222,NOD1,NOD1,"array([3.57147806, 7.27451619])"
4223,NLRP3,NLRP3,"array([3.49613254, 7.15757818])"
4224,CASP1,CASP1,"array([3.52413417, 7.24606737])"
4225,ZDHHC23,ZDHHC23,"array([3.74099633, 7.08908756])"
4226,BLOC1S1,BLOC1S1,"array([3.58099264, 7.18150451])"
4227,BLOC1S2,BLOC1S2,"array([3.59364803, 7.24508032])"
4228,BLOC1S3,BLOC1S3,"array([3.51763274, 7.18549287])"
4229,MUTED,MUTED,"array([3.53931836, 7.24875373])"
4230,CNO,CNO,"array([3.52850901, 7.19917282])"
4231,POP1,POP1,"array([3.69285118, 7.28458962])"
4232,POP4,POP4,"array([3.75875525, 7.37997063])"
4233,POP7,POP7,"array([3.71516528, 7.36286958])"
4234,RPP25,RPP25,"array([3.80266712, 7.35943701])"
4235,POP5,POP5,"array([3.76858059, 7.35765184])"
4236,RPP38,RPP38,"array([3.74515402, 7.36487328])"
4237,RPP40,RPP40,"array([3.72290751, 7.4000882 ])"
4238,RPP14,RPP14,"array([3.69781272, 7.27234567])"
4239,RPP30,RPP30,"array([3.65054037, 7.30681843])"
4240,RPP21,RPP21,"array([3.68761064, 7.45699314])"
4241,CHRDL2,CHRDL2,"array([3.35799155, 6.89524519])"
4242,INHBA,INHBA,"array([3.47063498, 7.02083625])"
4243,SLC5A7,SLC5A7,"array([3.51978052, 7.11249394])"
4244,SLC5A1,SLC5A1,"array([3.54521403, 7.01183507])"
4245,FOXO4,FOXO4,"array([3.64913449, 7.13384952])"
4246,FOXO3,FOXO3,"array([3.64855849, 7.16448745])"
4247,STK3,STK3,"array([3.63669037, 7.20557113])"
4248,STK4,STK4,"array([3.64167465, 7.20357833])"
4249,CASP2,CASP2,"array([3.58528079, 7.23932665])"
4250,CRADD,CRADD,"array([3.55297185, 7.21606121])"
4251,OPRK1,OPRK1,"array([3.54375564, 7.2960239 ])"
4252,ARHGEF25,ARHGEF25,"array([3.47828608, 7.09223613])"
4253,GRIN1,GRIN1,"array([3.5215253, 7.0867186])"
4254,PRKCA,PRKCA,"array([3.61512379, 7.1643601 ])"
4255,ATP1A1,ATP1A1,"array([3.62647805, 7.21933195])"
4256,TAF15,TAF15,"array([3.70387835, 7.18166216])"
4257,TSPYL2,TSPYL2,"array([3.68456593, 7.21536801])"
4258,TICAM1,TICAM1,"array([3.56655578, 7.22073107])"
4259,MLPH,MLPH,"array([3.48606445, 7.20350305])"
4260,MYO5A,MYO5A,"array([3.53442775, 7.16272061])"
4261,THOC4,THOC4,"array([3.68875514, 7.21984144])"
4262,COG4,COG4,"array([3.52069348, 7.19712212])"
4263,COG1,COG1,"array([3.51343343, 7.18020685])"
4264,COG2,COG2,"array([3.52316289, 7.15650195])"
4265,COG7,COG7,"array([3.52013851, 7.18691753])"
4266,RHBDL2,RHBDL2,"array([3.81839109, 6.87117018])"
4267,EFNB3,EFNB3,"array([3.72140102, 7.02898128])"
4268,TSSK2,TSSK2,"array([3.57594096, 7.24469602])"
4269,TSKS,TSKS,"array([3.53458888, 7.24486202])"
4270,RIN1,RIN1,"array([3.56253362, 7.11789807])"
4271,RASIP1,RASIP1,"array([3.50952377, 7.13993008])"
4272,STX18,STX18,"array([3.68048242, 7.33466778])"
4273,RINT1,RINT1,"array([3.73478382, 7.26124575])"
4274,SCFD1,SCFD1,"array([3.66788497, 7.25993507])"
4275,SEC22B,SEC22B,"array([3.59687615, 7.26261164])"
4276,MYOD1,MYOD1,"array([3.65838325, 7.12469436])"
4277,SHB,SHB,"array([3.55183189, 7.12387117])"
4278,KCNJ12,KCNJ12,"array([3.54629154, 7.09300748])"
4279,APBA1,APBA1,"array([3.50109662, 7.18202443])"
4280,LIN7A,LIN7A,"array([3.54494972, 7.12050211])"
4281,LIN7C,LIN7C,"array([3.57040771, 7.13019885])"
4282,SNTA1,SNTA1,"array([3.61270412, 7.05658216])"
4283,SNTB1,SNTB1,"array([3.58902197, 7.06558416])"
4284,CDH17,CDH17,"array([3.85551573, 7.28362868])"
4285,GPR124,GPR124,"array([3.58986374, 6.99922202])"
4286,SOSTDC1,SOSTDC1,"array([3.46154262, 6.94823125])"
4287,BMP4,BMP4,"array([3.53733858, 7.02964674])"
4288,MYOCD,MYOCD,"array([3.67748046, 7.13811835])"
4289,SYNGAP1,SYNGAP1,"array([3.53491948, 7.06896104])"
4290,ULK2,ULK2,"array([3.56544662, 7.16169193])"
4291,CXCR2,CXCR2,"array([3.44893551, 7.19653579])"
4292,RAB11FIP2,RAB11FIP2,"array([3.50213385, 7.22420289])"
4293,MYO5B,MYO5B,"array([3.51706922, 7.26476178])"
4294,ZYX,ZYX,"array([3.62595813, 7.19322821])"
4295,LRP1,LRP1,"array([3.55609021, 7.20589378])"
4296,SCNN1A,SCNN1A,"array([3.57165715, 7.199728  ])"
4297,SCNN1G,SCNN1G,"array([3.5509193, 7.1779737])"
4298,SCNN1B,SCNN1B,"array([3.55677666, 7.19413535])"
4299,NGF,NGF,"array([3.50936235, 7.26594655])"
4300,CANX,CANX,"array([3.578387  , 7.24085275])"
4301,PDIA2,PDIA2,"array([3.4880881 , 7.26655586])"
4302,EIF2C2,EIF2C2,"array([3.60708416, 7.25759972])"
4303,PAK1,PAK1,"array([3.62548617, 7.15390938])"
4304,MKL1,MKL1,"array([3.7249808 , 7.13078795])"
4305,UNC5CL,UNC5CL,"array([3.7877012, 7.0797244])"
4306,NUP214,NUP214,"array([3.6425692 , 7.15905642])"
4307,KNG1,KNG1,"array([3.71946364, 7.25626287])"
4308,TRPC6,TRPC6,"array([3.51445233, 7.29901852])"
4309,SCN1B,SCN1B,"array([3.81777842, 6.90883521])"
4310,CNTN1,CNTN1,"array([3.70166361, 7.07569265])"
4311,Tsg101,Tsg101,"array([3.56182367, 7.02176066])"
4312,Car1,Car1,"array([3.42085964, 6.99342758])"
4313,Ldha,Ldha,"array([3.40246624, 7.00922554])"
4314,Aldoa,Aldoa,"array([3.38774031, 7.04978311])"
4315,Mta1,Mta1,"array([3.51323125, 7.0653282 ])"
4316,Cacnb1,Cacnb1,"array([3.78228718, 7.17732573])"
4317,Glul,Glul,"array([3.37849065, 7.06182485])"
4318,Actb,Actb,"array([3.53524484, 7.01694681])"
4319,Actg1,Actg1,"array([3.39188644, 7.04412735])"
4320,Mdh1,Mdh1,"array([3.44466067, 6.97338784])"
4321,Vim,Vim,"array([3.44292062, 7.15485523])"
4322,LOC499110,LOC499110,"array([3.42982754, 6.98756949])"
4323,Glud1,Glud1,"array([3.53316099, 6.98232083])"
4324,Dnmt3a,Dnmt3a,"array([3.5419927 , 7.04861995])"
4325,Tuba1a,Tuba1a,"array([3.5282961 , 7.14540447])"
4326,Tubb2b,Tubb2b,"array([3.46626098, 7.11867941])"
4327,Gphn,Gphn,"array([3.45529283, 6.9642362 ])"
4328,Pfkp,Pfkp,"array([3.45137948, 7.00068162])"
4329,Pfkm,Pfkm,"array([3.42330219, 7.02728398])"
4330,Pard3,Pard3,"array([3.51043382, 7.08444056])"
4331,Map1lc3b,Map1lc3b,"array([3.39957268, 7.00311704])"
4332,Dync1h1,Dync1h1,"array([3.50558422, 7.20337464])"
4333,Mastl,Mastl,"array([3.4157696 , 6.99913802])"
4334,Dlg4,Dlg4,"array([3.66732054, 7.07164248])"
4335,Dnm3,Dnm3,"array([3.40995878, 6.99785893])"
4336,Grin2a,Grin2a,"array([3.53097224, 7.32394947])"
4337,Mtr,Mtr,"array([3.40690048, 7.00344126])"
4338,Dnm2,Dnm2,"array([3.41541489, 7.18261761])"
4339,Clip2,Clip2,"array([3.42366444, 6.98021283])"
