# index, name, nodeLabel, _pos
7134,Grb14,Grb14,"array([3.40241569, 7.0168844 ])"
7135,TAF2,TAF2,"array([3.7288708 , 7.13164091])"
7136,CFHR5,CFHR5,"array([3.25923229, 7.25072008])"
7137,MAST1,MAST1,"array([3.54649065, 7.22070995])"
7138,NPHP4,NPHP4,"array([3.78798691, 7.21531528])"
7139,IL22,IL22,"array([4.04632925, 7.23363025])"
7140,IL22RA2,IL22RA2,"array([4.167194  , 7.24021383])"
7141,BNC1,BNC1,"array([3.52431732, 6.96386143])"
7142,BANF1,BANF1,"array([3.70179082, 7.18907999])"
7143,ABCA4,ABCA4,"array([3.7714436 , 6.80895851])"
7144,CNGB1,CNGB1,"array([3.72175918, 6.95981829])"
7145,KCNJ9,KCNJ9,"array([3.49078617, 6.92584819])"
7146,POU4F2,POU4F2,"array([3.44915703, 7.07416262])"
7147,DLX5,DLX5,"array([3.74194016, 7.04236994])"
7148,HOXC8,HOXC8,"array([3.67860831, 7.03090115])"
7149,ARTN,ARTN,"array([2.46407773, 4.59885966])"
7150,GFRA3,GFRA3,"array([2.45161665, 4.61627423])"
7151,SNX6,SNX6,"array([3.58424282, 7.13861642])"
7152,ABCG5,ABCG5,"array([3.691439  , 6.89976685])"
7153,ABCG8,ABCG8,"array([3.66291591, 7.03849973])"
7154,TAP2,TAP2,"array([3.51953961, 7.30444252])"
7155,SNAPC2,SNAPC2,"array([3.74431487, 7.03137753])"
7156,REXO4,REXO4,"array([3.7921343 , 7.21468226])"
7157,CFHR1,CFHR1,"array([3.42987757, 7.0824595 ])"
7158,PKN3,PKN3,"array([3.48710544, 7.28279758])"
7159,ARHGAP10,ARHGAP10,"array([3.48226853, 7.24437054])"
7160,ARHGAP26,ARHGAP26,"array([3.50980657, 7.23524683])"
7161,UTF1,UTF1,"array([3.7698089 , 7.05297502])"
7162,ERCC6,ERCC6,"array([3.70401709, 7.20841515])"
7163,TGFBRAP1,TGFBRAP1,"array([3.50496081, 7.12154233])"
7164,PTGFRN,PTGFRN,"array([3.72764972, 7.16534216])"
7165,TLX2,TLX2,"array([3.68634759, 7.05384413])"
7166,ARL2BP,ARL2BP,"array([3.77251019, 7.23052532])"
7167,Slc25a4,Slc25a4,"array([3.90283217, 7.17115912])"
7168,GIF,GIF,"array([3.4135606 , 7.27590811])"
7169,SYNC,SYNC,"array([3.43752592, 7.11184566])"
7170,CHGA,CHGA,"array([3.57882723, 7.09655095])"
7171,Gmcl1,Gmcl1,"array([3.93429249, 7.16657778])"
7172,ELAVL1,ELAVL1,"array([3.70039426, 7.24340332])"
7173,TNFSF13,TNFSF13,"array([3.64112586, 7.34314547])"
7174,CEBPE,CEBPE,"array([3.69989926, 7.14485425])"
7175,DAPK1,DAPK1,"array([3.58639945, 7.18273159])"
7176,Sharpin,Sharpin,"array([3.63810315, 7.24271831])"
7177,RANBP10,RANBP10,"array([3.58120344, 7.10463757])"
7178,FMNL3,FMNL3,"array([3.52642148, 7.16781015])"
7179,MECP2,MECP2,"array([3.70762189, 7.1445935 ])"
7180,STX6,STX6,"array([3.51814017, 7.30111057])"
7181,STX16,STX16,"array([3.53825727, 7.35974119])"
7182,VTI1A,VTI1A,"array([3.56236118, 7.34797033])"
7183,COL17A1,COL17A1,"array([3.70450136, 7.18727483])"
7184,TJAP1,TJAP1,"array([3.67591718, 7.07879913])"
7185,SHC3,SHC3,"array([3.53401484, 7.13197688])"
7186,ABCB7,ABCB7,"array([3.5636117 , 7.34439207])"
7187,FECH,FECH,"array([3.60255409, 7.2800336 ])"
7188,IL12RB1,IL12RB1,"array([3.55766651, 6.96784004])"
7189,IL23R,IL23R,"array([3.4986821 , 6.83204406])"
7190,IL23A,IL23A,"array([3.46974112, 6.93333158])"
7191,CCL3L1,CCL3L1,"array([3.90611927, 7.06416712])"
7192,UIMC1,UIMC1,"array([3.6765687 , 7.17851957])"
7193,NCAPD2,NCAPD2,"array([3.72060588, 7.21411595])"
7194,ATP6V1H,ATP6V1H,"array([3.57917474, 7.26750656])"
7195,IL13RA1,IL13RA1,"array([3.5058979 , 7.26625096])"
7196,PTPRG,PTPRG,"array([3.65178771, 7.0391624 ])"
7197,SEMA4C,SEMA4C,"array([3.51593683, 7.13731143])"
7198,POU3F1,POU3F1,"array([3.87900114, 7.06147315])"
7199,CENPE,CENPE,"array([3.71787484, 7.21411582])"
7200,C8A,C8A,"array([3.30517806, 7.36915744])"
7201,C8G,C8G,"array([3.18728446, 7.42715508])"
7202,PTPN22,PTPN22,"array([3.54698357, 7.11820508])"
7203,NLK,NLK,"array([3.70566678, 7.16232208])"
7204,ELSPBP1,ELSPBP1,"array([3.64154645, 7.05124411])"
7205,TGFBR3,TGFBR3,"array([3.47987978, 7.21106642])"
7206,C9,C9,"array([3.44785966, 7.28022104])"
7207,TOMM22,TOMM22,"array([3.606643  , 7.29330172])"
7208,MAPKAPK5,MAPKAPK5,"array([3.5864662 , 7.23736552])"
7209,ITM2B,ITM2B,"array([3.54320166, 7.12374215])"
7210,TPSAB1,TPSAB1,"array([5.85333339, 5.40772683])"
7211,ANGPT4,ANGPT4,"array([3.63276439, 6.90801671])"
7212,TIE1,TIE1,"array([3.63360325, 7.03304084])"
7213,PRB3,PRB3,"array([3.35767854, 7.28221566])"
7214,GALNT14,GALNT14,"array([3.36937675, 7.42459627])"
7215,MUC2,MUC2,"array([3.52270565, 7.38276681])"
7216,MUC13,MUC13,"array([3.44248055, 7.325921  ])"
7217,SH2B3,SH2B3,"array([3.59128033, 7.09613765])"
7218,CD3D,CD3D,"array([3.52357815, 7.28396181])"
7219,PI3,PI3,"array([3.50502994, 7.4034246 ])"
7220,IVL,IVL,"array([3.60672673, 7.35414367])"
7221,ARHGAP17,ARHGAP17,"array([3.55698417, 7.15682782])"
7222,CYFIP1,CYFIP1,"array([3.68480822, 7.1330525 ])"
7223,BMP6,BMP6,"array([3.48163794, 7.09490077])"
7224,BAI1,BAI1,"array([3.57137804, 7.04420543])"
7225,B4GALNT1,B4GALNT1,"array([3.79354539, 7.42319645])"
7226,HIP1R,HIP1R,"array([3.55670141, 7.28646759])"
7227,OPRL1,OPRL1,"array([3.63691761, 7.45512798])"
7228,PNOC,PNOC,"array([3.632623 , 7.6262082])"
7229,ARF4,ARF4,"array([3.69525119, 7.24874482])"
7230,TRAT1,TRAT1,"array([3.5133219 , 7.15560221])"
7231,DAB2IP,DAB2IP,"array([3.57036566, 7.13423897])"
7232,CCC2,CCC2,"array([3.44935472, 7.01089561])"
7233,RAB6B,RAB6B,"array([3.77356813, 7.24970966])"
7234,ENC1,ENC1,"array([3.59951329, 7.13577891])"
7235,CD86,CD86,"array([3.62013247, 7.36775847])"
7236,FBN1,FBN1,"array([3.59148508, 7.33726453])"
7237,POGZ,POGZ,"array([3.72742886, 7.23878734])"
7238,KLK2,KLK2,"array([3.50182193, 7.37824803])"
7239,ATP6AP2,ATP6AP2,"array([3.74580866, 7.30056471])"
7240,KIF20A,KIF20A,"array([3.76985344, 7.22238995])"
7241,RGS5,RGS5,"array([3.51723047, 7.1003084 ])"
7242,GALNS,GALNS,"array([3.81230148, 6.93734246])"
7243,GPR143,GPR143,"array([3.45737283, 7.13279404])"
7244,SUCLG2,SUCLG2,"array([3.55952657, 7.25336807])"
7245,CHML,CHML,"array([3.48361831, 7.26901811])"
7246,TAPBP,TAPBP,"array([3.57558053, 7.31429198])"
7247,ARHGEF4,ARHGEF4,"array([3.50731108, 7.14380393])"
7248,HOXB8,HOXB8,"array([3.72565468, 6.90654741])"
7249,SLC26A3,SLC26A3,"array([3.34959646, 7.19524083])"
7250,RCVRN,RCVRN,"array([3.56662638, 7.10972818])"
7251,BEST1,BEST1,"array([3.80157566, 7.07232471])"
7252,Ephb1,Ephb1,"array([3.30505396, 7.43557169])"
7253,EFNB2,EFNB2,"array([3.44071693, 7.32002263])"
7254,ISL1,ISL1,"array([3.59741133, 7.22823833])"
7255,ISL2,ISL2,"array([3.48190765, 7.2011155 ])"
7256,VCAM1,VCAM1,"array([3.63531802, 7.22538244])"
7257,REPS2,REPS2,"array([3.54211586, 7.14163212])"
7258,SRY,SRY,"array([3.75513545, 7.0074985 ])"
7259,ITPR2,ITPR2,"array([3.57953075, 7.44429822])"
7260,Itpr2,Itpr2,"array([3.42831033, 7.50616348])"
7261,GSTA1,GSTA1,"array([3.66965498, 7.37142011])"
7262,LMBR1L,LMBR1L,"array([3.45829215, 7.57263133])"
7263,IER3,IER3,"array([3.72567415, 7.24427465])"
7264,HNF1B,HNF1B,"array([3.80712501, 7.14552623])"
7265,IL15RA,IL15RA,"array([3.55730806, 7.09322179])"
7266,OCRL,OCRL,"array([3.83397426, 7.27459063])"
7267,MCAM,MCAM,"array([3.57627603, 7.35807462])"
7268,NFE2L3,NFE2L3,"array([3.77412954, 7.11329079])"
7269,RAB13,RAB13,"array([3.4774201 , 7.28073197])"
7270,CD34,CD34,"array([3.62852053, 7.01668319])"
7271,SEC23A,SEC23A,"array([3.63588814, 7.21319146])"
7272,SEC24B,SEC24B,"array([3.69700425, 7.25371372])"
7273,TLN1,TLN1,"array([3.5942997, 7.2131148])"
7274,G6PD,G6PD,"array([3.67628016, 7.30575957])"
7275,SYT7,SYT7,"array([3.78673081, 7.25425941])"
7276,SYT8,SYT8,"array([3.84069179, 7.21534869])"
7277,SYT3,SYT3,"array([3.57910579, 7.41473636])"
7278,SLC12A3,SLC12A3,"array([3.55140676, 7.18744917])"
7279,NR3C2,NR3C2,"array([3.63699108, 7.17863526])"
7280,IL17RB,IL17RB,"array([3.79973111, 7.18287754])"
7281,PIGS,PIGS,"array([3.66703385, 7.36159326])"
7282,Vdr,Vdr,"array([3.80881921, 7.06858097])"
7283,Pak3,Pak3,"array([3.52779904, 6.9830371 ])"
7284,FRAT1,FRAT1,"array([3.59128352, 7.23869717])"
7285,DYNC2H1,DYNC2H1,"array([3.70805653, 7.35325628])"
7286,DYNC2LI1,DYNC2LI1,"array([3.73040513, 7.43271061])"
7287,SGK3,SGK3,"array([3.67048403, 7.26000584])"
7288,FSHB,FSHB,"array([3.28889263, 6.97026574])"
7289,KIR2DL3,KIR2DL3,"array([3.44947527, 7.34870726])"
7290,HR,HR,"array([3.682357  , 7.07568083])"
7291,CNTRL,CNTRL,"array([3.50601672, 7.23347812])"
7292,Eps15,Eps15,"array([3.48934664, 7.1470186 ])"
7293,ESRRA,ESRRA,"array([3.69811912, 7.16006584])"
7294,ESRRB,ESRRB,"array([3.64255709, 7.07549757])"
7295,SH2D1B,SH2D1B,"array([3.46377709, 7.16039867])"
7296,AHRR,AHRR,"array([3.6582682 , 7.04171826])"
7297,Il1r2,Il1r2,"array([3.38042367, 7.4260153 ])"
7298,REPS1,REPS1,"array([3.52948133, 7.11094607])"
7299,LPA,LPA,"array([3.45921859, 7.22230008])"
7300,THEM4,THEM4,"array([3.79304803, 7.00730381])"
7301,EYA1,EYA1,"array([3.57270133, 7.12074779])"
7302,FCER1G,FCER1G,"array([3.46535442, 7.16473121])"
7303,MS4A2,MS4A2,"array([3.4482687 , 7.22700792])"
7304,BZRAP1,BZRAP1,"array([3.62319459, 7.01327142])"
7305,TSPO,TSPO,"array([3.67538991, 7.02591732])"
7306,RORB,RORB,"array([3.60724105, 7.09674191])"
7307,MS4A1,MS4A1,"array([3.64029759, 7.09821943])"
7308,KCNS3,KCNS3,"array([3.46344567, 7.02006348])"
7309,HCFC1R1,HCFC1R1,"array([3.57295905, 7.03977027])"
7310,SCARB1,SCARB1,"array([3.52257527, 7.25043577])"
7311,IL2RA,IL2RA,"array([3.5495675 , 7.04191388])"
7312,PAG1,PAG1,"array([3.54449565, 7.12687018])"
7313,PCIF1,PCIF1,"array([3.79470066, 7.24361034])"
7314,DAPK2,DAPK2,"array([3.46722924, 7.45940051])"
7315,F5,F5,"array([3.49268864, 7.14251039])"
7316,NRXN2,NRXN2,"array([3.52562912, 7.06007336])"
7317,NRXN3,NRXN3,"array([3.53588754, 7.0242191 ])"
7318,AGRN,AGRN,"array([3.60268842, 7.09343431])"
7319,MMP8,MMP8,"array([3.87591339, 7.18003108])"
7320,MMP10,MMP10,"array([3.97602841, 7.032868  ])"
7321,MMP13,MMP13,"array([3.97004998, 7.0222526 ])"
7322,CXCR1,CXCR1,"array([3.61917184, 7.05025273])"
7323,RYK,RYK,"array([3.72059488, 7.14843566])"
7324,EPHB3,EPHB3,"array([3.63095866, 7.08690246])"
7325,C4A,C4A,"array([3.45558744, 7.19504787])"
7326,AP4M1,AP4M1,"array([3.82809006, 7.15206008])"
7327,F8A1,F8A1,"array([3.78409169, 7.13730837])"
7328,PLA2G4C,PLA2G4C,"array([3.42464987, 7.289093  ])"
7329,GJB1,GJB1,"array([3.69570594, 7.30459215])"
7330,CD55,CD55,"array([3.57212906, 7.29362994])"
7331,RBP1,RBP1,"array([3.5928134 , 7.13079339])"
7332,PIP,PIP,"array([3.6333967, 7.0989899])"
7333,DUSP1,DUSP1,"array([3.60613086, 7.15170174])"
7334,NRD1,NRD1,"array([3.67184474, 7.11433993])"
7335,CSN3,CSN3,"array([3.60756166, 7.30802929])"
7336,BANK1,BANK1,"array([3.4660933 , 7.14670268])"
7337,CCR3,CCR3,"array([3.80641406, 7.11296744])"
7338,PAPPA,PAPPA,"array([3.67552067, 7.06699776])"
7339,LDHA,LDHA,"array([3.61689567, 7.23865471])"
7340,RNGTT,RNGTT,"array([3.7510015 , 7.22356871])"
7341,RNMT,RNMT,"array([3.65432058, 7.31583566])"
7342,HMGN3,HMGN3,"array([3.77025989, 7.20475798])"
7343,TRIP11,TRIP11,"array([3.70836431, 7.23480438])"
7344,FBXO32,FBXO32,"array([3.60606728, 7.11624717])"
7345,ESRRG,ESRRG,"array([3.67184578, 7.1602904 ])"
7346,TAH1,TAH1,"array([3.49616613, 7.06902594])"
7347,IRF8,IRF8,"array([3.65736365, 7.13578743])"
7348,ITGA9,ITGA9,"array([3.51310146, 7.39844712])"
7349,GPC1,GPC1,"array([3.43974716, 7.23808352])"
7350,APOBEC2,APOBEC2,"array([3.97723366, 7.33604079])"
7351,HIST3H2BB,HIST3H2BB,"array([3.72840917, 7.20275402])"
7352,NMB,NMB,"array([3.7267002 , 6.84727176])"
7353,NMBR,NMBR,"array([3.76017278, 6.7231354 ])"
7354,SF3A2,SF3A2,"array([3.6845915 , 7.22255549])"
7355,TUBGCP3,TUBGCP3,"array([3.72562282, 7.26204172])"
7356,TUBGCP2,TUBGCP2,"array([3.72358701, 7.25651244])"
7357,PRIM1,PRIM1,"array([3.75347901, 7.24709688])"
7358,TNFSF15,TNFSF15,"array([3.46796557, 6.94930056])"
7359,PEX11B,PEX11B,"array([3.66732007, 7.27648782])"
7360,SLC25A17,SLC25A17,"array([3.6625419 , 7.34910654])"
7361,CREB5,CREB5,"array([3.74515083, 7.05851572])"
7362,NMT1,NMT1,"array([3.50488969, 7.25296924])"
7363,Ube2i,Ube2i,"array([3.67631609, 7.09166026])"
7364,THBS3,THBS3,"array([6.49569063, 6.93778259])"
7365,SENP3,SENP3,"array([3.64226306, 7.17489548])"
7366,MAP3K6,MAP3K6,"array([3.5169116 , 7.17279845])"
7367,MAPK15,MAPK15,"array([3.52022707, 7.15230105])"
7368,CLIC3,CLIC3,"array([3.47959259, 7.29408637])"
7369,NXF2,NXF2,"array([3.75120343, 7.23049875])"
7370,NFX1,NFX1,"array([3.65797027, 7.21226575])"
7371,DYNC1LI1,DYNC1LI1,"array([3.59332221, 7.2581073 ])"
7372,FBXO2,FBXO2,"array([3.68409046, 7.22846571])"
7373,ACPP,ACPP,"array([3.54537506, 7.41808754])"
7374,CCNB3,CCNB3,"array([3.44386107, 7.27449964])"
7375,Gstm1,Gstm1,"array([3.37679899, 7.22017823])"
7376,TACR1,TACR1,"array([3.68999618, 6.97107695])"
7377,TACR3,TACR3,"array([3.70866751, 6.80044453])"
7378,PLAG1,PLAG1,"array([3.61589761, 7.07515198])"
7379,CDK3,CDK3,"array([3.63288465, 7.16091403])"
7380,NR1I3,NR1I3,"array([3.62988092, 7.1964546 ])"
7381,FCN1,FCN1,"array([3.39773575, 7.28854549])"
7382,Prkaa1,Prkaa1,"array([3.60574412, 7.01530874])"
7383,TIRAP,TIRAP,"array([3.57881166, 7.21762529])"
7384,PRIC285,PRIC285,"array([3.74528584, 7.09986337])"
7385,ADRA2B,ADRA2B,"array([3.83333314, 7.18332966])"
7386,ADRA2C,ADRA2C,"array([3.8245951 , 7.20064566])"
7387,TMBIM6,TMBIM6,"array([3.57579684, 7.35048634])"
7388,INSRR,INSRR,"array([3.47055861, 7.14335099])"
7389,BCAT2,BCAT2,"array([3.76515545, 7.28914934])"
7390,PAIP1,PAIP1,"array([3.70129202, 7.26559253])"
7391,ADORA2B,ADORA2B,"array([3.42859322, 7.17884169])"
7392,HLA-DOB,HLA-DOB,"array([3.72407677, 7.40393251])"
7393,IL9R,IL9R,"array([3.58671421, 7.06998498])"
7394,IREB2,IREB2,"array([3.64155529, 7.20646322])"
7395,SIGMAR1,SIGMAR1,"array([3.54151844, 7.34812701])"
7396,ANK2,ANK2,"array([3.55094332, 7.26682699])"
7397,Ar,Ar,"array([3.53828128, 7.10950644])"
7398,TNFRSF18,TNFRSF18,"array([3.5025547 , 7.16523049])"
7399,MADD,MADD,"array([3.53693858, 7.24722558])"
7400,KATNB1,KATNB1,"array([3.52797095, 7.27705541])"
7401,BIRC7,BIRC7,"array([3.61005643, 7.23666347])"
7402,COL6A1,COL6A1,"array([3.52553517, 7.26302852])"
7403,SCGB1A1,SCGB1A1,"array([3.39576394, 7.31787022])"
7404,STRADB,STRADB,"array([3.62118212, 7.07411112])"
7405,PAK1IP1,PAK1IP1,"array([3.64913974, 7.03664076])"
7406,CD33,CD33,"array([3.50375069, 7.17176444])"
7407,MASP2,MASP2,"array([3.76919107, 7.0208287 ])"
7408,MASP1,MASP1,"array([3.7158026 , 7.14562937])"
7409,TNN,TNN,"array([3.47756821, 7.0784572 ])"
7410,C4B,C4B,"array([6.02488136, 8.7908564 ])"
7411,C2,C2,"array([6.01592203, 8.80996217])"
7412,IRF9,IRF9,"array([3.75961486, 7.13129822])"
7413,ZNF192,ZNF192,"array([3.82319945, 7.13599824])"
7414,MYF6,MYF6,"array([3.70635582, 7.00300726])"
7415,TAL2,TAL2,"array([3.74054619, 7.02781384])"
7416,CCR7,CCR7,"array([3.61198509, 7.6801526 ])"
7417,CRB2,CRB2,"array([3.80306145, 7.06078507])"
7418,GRIN3A,GRIN3A,"array([3.56693499, 7.04405548])"
7419,CDC14B,CDC14B,"array([3.75267456, 7.07404982])"
7420,C6orf25,C6orf25,"array([3.42904729, 7.04338045])"
7421,MAPK13,MAPK13,"array([3.59066803, 7.13890671])"
7422,FGF12,FGF12,"array([3.54968545, 7.27897487])"
7423,FGF13,FGF13,"array([3.46766177, 7.26582632])"
7424,TBC1D10A,TBC1D10A,"array([3.62818989, 7.12145395])"
7425,HLA-DRB3,HLA-DRB3,"array([3.66578207, 7.26512615])"
7426,POMC,POMC,"array([3.61430787, 7.4463431 ])"
7427,HOXA10,HOXA10,"array([3.66777875, 7.06363889])"
7428,Tsn,Tsn,"array([3.82786369, 7.50687663])"
7429,CFHR3,CFHR3,"array([3.35064405, 7.24266442])"
7430,P4HTM,P4HTM,"array([3.50781868, 7.30283247])"
7431,PIGH,PIGH,"array([3.66382858, 7.42304738])"
7432,ALOX12,ALOX12,"array([3.70542949, 7.30880651])"
7433,TRIB1,TRIB1,"array([3.78807164, 7.30169251])"
7434,MLLT1,MLLT1,"array([3.71373837, 7.11480874])"
7435,ADH7,ADH7,"array([3.84698856, 7.23536083])"
7436,CD53,CD53,"array([3.45300365, 7.14660562])"
7437,CDH6,CDH6,"array([3.64890277, 6.93919192])"
7438,CDH18,CDH18,"array([3.66236861, 7.02932147])"
7439,ERCC8,ERCC8,"array([3.6941756, 7.1943608])"
7440,IGFBP6,IGFBP6,"array([3.39547521, 7.26650364])"
7441,IGFBP4,IGFBP4,"array([3.58699144, 7.31116804])"
7442,FLOT2,FLOT2,"array([3.60204248, 7.25791296])"
7443,VEGFB,VEGFB,"array([3.38973164, 7.09639535])"
7444,KIR3DL2,KIR3DL2,"array([3.52908029, 7.40785667])"
7445,GAS6,GAS6,"array([3.45490441, 7.2038043 ])"
7446,STAG1,STAG1,"array([3.68719556, 7.15349752])"
7447,STAG2,STAG2,"array([3.69806028, 7.17767479])"
7448,IL18R1,IL18R1,"array([3.38913773, 7.4271261 ])"
7449,Hes1,Hes1,"array([3.74990839, 6.97198535])"
7450,FBN2,FBN2,"array([3.67186717, 7.29336612])"
7451,ODC1,ODC1,"array([3.56673703, 7.25690421])"
7452,IFI16,IFI16,"array([3.6131453 , 7.28303837])"
7453,RALGPS1,RALGPS1,"array([3.5110378 , 7.11421858])"
7454,NLGN4X,NLGN4X,"array([3.42088971, 6.96457896])"
7455,SYNPO,SYNPO,"array([3.52127602, 7.14168286])"
7456,CCT6A,CCT6A,"array([3.64568096, 7.21499946])"
7457,CCT4,CCT4,"array([3.63714061, 7.21520339])"
7458,IGBP1,IGBP1,"array([3.65129745, 7.23230925])"
7459,PPP4R4,PPP4R4,"array([3.52642004, 7.31742629])"
7460,CTTNBP2,CTTNBP2,"array([3.62540194, 7.27138345])"
7461,CTTNBP2NL,CTTNBP2NL,"array([3.66592244, 7.26966393])"
7462,FAM40B,FAM40B,"array([3.66864815, 7.30974434])"
7463,CCT8,CCT8,"array([3.63788228, 7.21993846])"
7464,SIKE1,SIKE1,"array([3.67908913, 7.27058093])"
7465,FGFR1OP2,FGFR1OP2,"array([3.68415571, 7.26785604])"
7466,PPP2R2D,PPP2R2D,"array([3.69410162, 7.22230382])"
7467,PPME1,PPME1,"array([3.73566014, 7.21767165])"
7468,PPP2R5E,PPP2R5E,"array([3.66715205, 7.21599198])"
7469,FGFR1OP,FGFR1OP,"array([3.61917536, 7.28320747])"
7470,CCT6B,CCT6B,"array([3.67454239, 7.29406465])"
7471,TRAF3IP3,TRAF3IP3,"array([3.64697063, 7.27920341])"
7472,BIRC8,BIRC8,"array([3.54518927, 7.21682324])"
7473,AFAP1,AFAP1,"array([3.51632972, 7.11471465])"
7474,ZBTB7A,ZBTB7A,"array([3.67433442, 7.12217848])"
7475,CNN1,CNN1,"array([3.52152538, 7.17830873])"
7476,MATN2,MATN2,"array([3.78568782, 7.17220078])"
7477,FCAR,FCAR,"array([3.6723249 , 7.30723658])"
7478,PDP1,PDP1,"array([3.5644087 , 7.38025221])"
7479,PDP2,PDP2,"array([3.47215697, 7.30855519])"
7480,ITGAX,ITGAX,"array([3.26085209, 7.26131981])"
7481,DCX,DCX,"array([3.67449468, 7.26784113])"
7482,B3GAT3,B3GAT3,"array([3.4349522 , 7.26201269])"
7483,CNTNAP4,CNTNAP4,"array([3.50066036, 7.07825722])"
7484,CNTNAP3,CNTNAP3,"array([3.44168066, 7.30250411])"
7485,CST5,CST5,"array([3.17603053, 7.33828059])"
7486,IGFBP2,IGFBP2,"array([3.71716378, 7.31347011])"
7487,Stx7,Stx7,"array([3.40507738, 7.46435544])"
7488,Vti1a,Vti1a,"array([3.39474  , 7.4501466])"
7489,LAMB3,LAMB3,"array([3.46938303, 7.2994295 ])"
7490,LAMC2,LAMC2,"array([3.52808302, 7.11525845])"
7491,IRAK1BP1,IRAK1BP1,"array([3.41210943, 7.2697444 ])"
7492,HMMR,HMMR,"array([3.65081825, 7.13202877])"
7493,TRA@,TRA@,"array([3.62578473, 7.15985767])"
7494,TRB@,TRB@,"array([3.7649539 , 7.11265119])"
7495,OPHN1,OPHN1,"array([3.4514708, 7.1052803])"
7496,LTB,LTB,"array([3.42441057, 7.09272524])"
7497,LAT2,LAT2,"array([3.48513922, 7.22163162])"
7498,COL4A3,COL4A3,"array([3.60998826, 7.41894805])"
7499,IL4,IL4,"array([3.41152447, 7.08131503])"
7500,SYT5,SYT5,"array([3.81074512, 6.98486786])"
7501,SYT6,SYT6,"array([3.43093414, 7.24846884])"
7502,SYT10,SYT10,"array([1.47813491, 5.34629225])"
7503,SAG,SAG,"array([3.47251356, 7.15829831])"
7504,NPNT,NPNT,"array([3.34602386, 7.02515529])"
7505,MAG,MAG,"array([3.46673937, 7.24262205])"
7506,COL10A1,COL10A1,"array([3.44025456, 7.3956794 ])"
7507,CIZ1,CIZ1,"array([3.58504332, 7.28303001])"
7508,CASP8AP2,CASP8AP2,"array([3.59658029, 7.17192728])"
7509,CD244,CD244,"array([3.43074841, 7.06534572])"
7510,NGG1,NGG1,"array([3.80214694, 7.0494497 ])"
7511,Tada3,Tada3,"array([3.74624616, 7.04085791])"
7512,GDE1,GDE1,"array([3.42827002, 7.1398451 ])"
7513,TESK1,TESK1,"array([3.5239448 , 7.20941052])"
7514,TESK2,TESK2,"array([3.44005055, 7.22418394])"
7515,RFX4,RFX4,"array([3.85605236, 6.94685894])"
7516,TPM2,TPM2,"array([3.64947065, 7.14677388])"
7517,ACHE,ACHE,"array([3.43687547, 7.33374619])"
7518,TIMP4,TIMP4,"array([3.58660838, 6.94843257])"
7519,NFKBIZ,NFKBIZ,"array([3.63541607, 7.07846802])"
7520,PAK3,PAK3,"array([3.51755823, 7.12316318])"
7521,VIPR1,VIPR1,"array([3.58908414, 7.06131186])"
7522,CDH4,CDH4,"array([3.76567219, 7.10166878])"
7523,PDK3,PDK3,"array([3.61793724, 7.31816074])"
7524,PTPN18,PTPN18,"array([3.48211253, 7.32090714])"
7525,TPX2,TPX2,"array([3.66126231, 7.20258395])"
7526,HP,HP,"array([3.67049065, 7.2136513 ])"
7527,CTSD,CTSD,"array([3.67086421, 7.28282296])"
7528,MPP5,MPP5,"array([3.59560989, 7.11658065])"
7529,CA4,CA4,"array([3.59117042, 7.06386262])"
7530,GAL11,GAL11,"array([3.85845802, 6.98203131])"
7531,TCL1B,TCL1B,"array([3.51159524, 7.1656625 ])"
7532,CLCA1,CLCA1,"array([3.37214887, 7.06585914])"
7533,CHST15,CHST15,"array([3.45844516, 7.15777822])"
7534,EPHA8,EPHA8,"array([3.52025192, 7.17459327])"
7535,INSL3,INSL3,"array([ 3.29697914, 10.05087759])"
7536,RXFP2,RXFP2,"array([ 3.31767977, 10.0547582 ])"
7537,PAX2,PAX2,"array([3.62124431, 7.25378137])"
7538,HEY1,HEY1,"array([3.6875168 , 7.07979584])"
7539,CCR6,CCR6,"array([4.00751005, 7.00815239])"
7540,CCL20,CCL20,"array([3.86637113, 7.08509888])"
7541,GPR37,GPR37,"array([3.64466935, 7.23774828])"
7542,UBE2J1,UBE2J1,"array([3.59704264, 7.24711628])"
7543,TWSG1,TWSG1,"array([3.45168349, 6.94581894])"
7544,CHRD,CHRD,"array([3.5317878 , 7.06879139])"
7545,BMP1,BMP1,"array([3.47214271, 7.07492745])"
7546,IL1R2,IL1R2,"array([3.55946409, 7.58579201])"
7547,IL1RN,IL1RN,"array([3.60420282, 7.40437297])"
7548,RAB4B,RAB4B,"array([3.51876196, 7.38472977])"
7549,WG,WG,"array([6.51686656, 7.11879346])"
7550,FZD3,FZD3,"array([6.50912466, 7.13853785])"
7551,ACVRL1,ACVRL1,"array([3.58560829, 7.08859844])"
7552,PLCB3,PLCB3,"array([3.49038249, 7.08521364])"
7553,UBA4,UBA4,"array([3.94691536, 7.31063723])"
7554,MOCS2,MOCS2,"array([3.85360713, 7.33384687])"
7555,Mapk1,Mapk1,"array([3.65570063, 7.29684528])"
7556,LZTS1,LZTS1,"array([3.51321331, 7.09220931])"
7557,CLGN,CLGN,"array([3.48670253, 7.27118778])"
7558,ADAM2,ADAM2,"array([3.40374849, 7.21403294])"
7559,ADAM1,ADAM1,"array([3.28830181, 7.29268907])"
7560,RNF19A,RNF19A,"array([3.56188683, 7.17415315])"
